Report Number,ACRS Report Type,Related Non-Motorist,Collision Type,Weather,Surface Condition,Light,Traffic Control,Driver Substance Abuse,Non-Motorist Substance Abuse,Person ID,Driver At Fault,Injury Severity,Circumstance,Driver Distracted By,Drivers License State,Vehicle Damage Extent,Vehicle First Impact Location,Vehicle Body Type,Vehicle Movement,Vehicle Going Dir,Speed Limit,Parked Vehicle,Vehicle Year,Vehicle Make,Vehicle Model,Latitude,Longitude,time,day of the week,date
DM8522000W,2,-1,16,0,0,4,4,7,,F0B0849E-82EF-4891-9467-3525183F5EA6,2,1,,12,-1,6,12,23,8,1,25.0,0,0.0,137,428,38.9749345,-76.9988855,16:04:00,Tuesday,2023-09-05
MCP29680050,1,-1,3,0,0,4,-1,-1,,880A6353-3A2E-4879-830B-8BD1CF7F1EF4,0,2,,7,11,1,12,13,8,0,35.0,0,2023.0,34,430,39.05706167,-77.15817,07:43:00,Thursday,2023-08-03
MCP9301004S,2,-1,7,1,-1,4,1,-1,,CAA8189F-1CF1-4D3A-86A8-1B01B773707F,2,1,,5,11,5,6,18,-1,3,10.0,0,2020.0,124,226,39.1401348,-77.2042687,08:40:00,Tuesday,2023-10-17
MCP32770034,2,-1,15,0,4,4,1,6,,79B1854B-FD23-40F9-9B81-F9BF077C7446,2,1,"N/A, WET",7,11,1,12,13,8,1,40.0,0,2012.0,117,392,39.15460767,-77.1423345,18:50:00,Monday,2023-08-07
MCP2583003K,2,-1,15,-1,0,1,-1,6,,D98F5C00-4E96-4F73-A340-60C5C5972447,2,1,,12,11,1,12,13,15,4,40.0,0,2007.0,41,466,39.13251417,-77.38565517,21:53:00,Saturday,2023-10-28
MCP93790050,2,-1,9,0,0,4,5,6,,D602F802-27BA-47CB-BA95-CA8383C358A5,0,1,,7,11,5,9,16,19,4,30.0,0,2017.0,27,31,39.08125017,-77.15155817,10:50:00,Monday,2023-11-20
EJ78880053,1,-1,9,4,4,5,5,6,,DF35800E-3E9D-4169-9750-9A5C53519669,2,1,"RAIN, SNOW, WET",5,11,1,12,24,16,0,45.0,0,2011.0,133,440,39.1490864,-77.21633268,17:45:00,Monday,2023-10-09
MCP31050057,1,-1,4,0,0,1,1,7,,C5BD7BD6-EDAF-429C-B9BC-BD115B57D261,2,1,,12,-1,6,11,-1,7,2,30.0,0,0.0,137,428,39.17096267,-77.2507455,21:58:00,Saturday,2023-11-25
MCP3279002Y,1,-1,9,0,0,-1,5,6,,D69316C6-CDAC-4307-A449-4B8CAF82F89C,0,3,,7,11,5,8,13,19,1,30.0,0,2013.0,27,196,39.03589409,-77.04966269,15:26:00,Saturday,2023-12-16
MCP3378000N,1,-1,9,0,0,4,1,6,,2F0B0403-4EDF-41EE-8AB3-208DDC911408,0,1,,7,11,2,9,13,16,2,45.0,0,2016.0,44,430,39.10692667,-77.00032167,16:40:00,Wednesday,2023-09-13
MCP2385002W,2,-1,9,0,0,1,1,6,,3F1138F9-059A-4FBD-B8FA-6F108E402DA6,2,1,,9,11,1,6,14,2,2,30.0,0,2011.0,131,423,39.28606667,-77.20897,05:15:00,Thursday,2023-09-07
MCP28980049,2,-1,9,0,0,4,5,-1,,612EFDBF-150C-433A-9B92-E64E1E685E13,2,1,,7,25,1,12,0,16,2,40.0,0,2021.0,128,326,39.18757333,-77.25261333,14:47:00,Tuesday,2023-10-24
MCP1563008P,1,-1,9,1,0,3,1,6,,996F2388-FB58-44A5-8EB7-E720E632B5ED,0,3,,7,11,1,9,13,8,2,30.0,0,2013.0,66,402,38.98577167,-77.07720833,06:49:00,Wednesday,2023-09-27
MCP33350027,2,-1,3,0,0,4,-1,6,,9709E23E-9954-4F08-8AFA-090BB6EE39B5,2,1,"N/A, V WIPERS|W OTHER ENVIRONMENTAL",9,11,2,1,13,8,1,25.0,0,2019.0,44,286,39.0193205,-77.01756933,13:28:00,Tuesday,2023-09-05
DM8472002C,1,-1,7,4,4,4,1,-1,,76B0D978-6F90-4F8A-87C3-9B53593F5FBC,0,1,"RAIN, SNOW, WET",3,11,2,12,21,8,1,30.0,0,2016.0,92,74,38.984445,-77.01784333,17:26:00,Monday,2023-08-07
DM84210035,1,-1,0,1,0,4,4,6,,8E6BCB0E-D034-4104-9CFB-8DEC07BF5087,0,1,,7,11,1,12,0,8,4,25.0,0,2015.0,27,180,38.97119665,-76.99985253,08:15:00,Tuesday,2023-10-17
MCP1378016B,2,-1,16,0,0,4,5,6,,64BF30FB-C135-49B0-AFF6-C459F1735B2A,0,1,,7,11,2,12,0,0,4,30.0,0,2020.0,60,217,39.29024838,-77.20497679,14:20:00,Thursday,2023-11-02
MCP2686002J,2,-1,16,0,0,4,1,6,,F4C2A3D8-D712-4D2E-BFC7-CD8D256A18F9,0,1,,7,11,1,1,20,6,0,30.0,0,2011.0,133,368,39.15297167,-77.26893333,15:43:00,Thursday,2018-03-22
MCP28710099,2,-1,7,4,-1,1,1,6,,C1630C49-BA44-429A-B9D6-3882BBDFE692,0,1,,7,11,5,1,13,11,-1,0.0,1,2018.0,83,157,39.046425,-77.112815,21:18:00,Tuesday,2023-11-21
MCP30680056,2,-1,9,0,0,4,5,-1,,6BC85751-4900-4C61-A15B-5FF3D9EA99F7,0,1,,7,30,2,9,13,19,1,25.0,0,2024.0,24,141,38.99150743,-77.09677036,16:02:00,Thursday,2023-10-26
EJ7858008J,2,-1,7,0,0,4,1,6,,D01AFF62-ACE3-439C-8804-F2FF98292CD7,2,1,,5,11,5,0,13,18,4,25.0,0,2012.0,45,96,39.14165028,-77.22609728,09:25:00,Wednesday,2023-11-29
EJ78370076,1,-1,9,0,-1,4,1,-1,,D0D5ADF1-A185-4C85-96D5-64B16531B763,1,2,,7,11,5,3,13,0,1,15.0,0,2021.0,44,430,39.15224911,-77.21340567,12:30:00,Tuesday,2023-10-10
MCP2745002X,2,-1,14,4,4,1,1,-1,,490D17E1-B6E2-4891-B03D-68967C7489B4,0,1,"RAIN, SNOW, WET",7,11,5,11,13,8,4,35.0,0,2016.0,14,392,39.1107467,-77.0739892,21:45:00,Sunday,2023-09-17
EJ7870006K,2,-1,7,4,4,1,5,6,,F2DD25B8-7813-4FF5-A806-BC063D144054,0,1,"RAIN, SNOW, WET",7,11,1,10,13,6,2,35.0,0,2021.0,45,57,39.11600173,-77.20403075,20:49:00,Sunday,2023-12-10
DD5637000H,1,-1,16,0,0,1,5,6,,72FB7EDB-16E0-4F06-B124-8726E9457B92,2,1,,7,11,1,12,13,8,2,30.0,0,2011.0,96,27,39.08531683,-77.14843217,21:53:00,Friday,2019-10-18
MCP28350036,2,-1,9,0,0,1,5,7,,36C14B5E-979B-4EAC-9063-74A70B37E8A4,2,1,,12,-1,2,12,13,8,1,30.0,0,2018.0,63,144,38.98773085,-77.07697605,03:33:00,Sunday,2023-10-08
MCP3312004B,2,-1,9,0,0,3,1,6,,15824354-E58A-43A5-B236-999D05E2CFD3,2,1,,5,11,1,12,13,16,4,40.0,0,2011.0,95,360,39.07706333,-76.96841833,07:05:00,Friday,2023-10-27
MCP3209004F,2,-1,9,0,0,1,5,6,,6655A3A0-1375-4676-807A-8B4FF5D8520C,0,1,,7,11,2,9,24,19,2,0.0,0,2020.0,27,91,39.05615631,-76.95437882,21:50:00,Saturday,2023-11-11
MCP2813008G,1,-1,3,0,0,4,-1,-1,,95E2901E-612E-4588-B384-851B86616837,2,1,,5,11,1,12,13,6,4,25.0,0,2008.0,95,261,39.050495,-77.06283167,17:30:00,Monday,2020-06-29
MCP3095004R,1,-1,16,0,0,1,4,-1,,BCE61B9D-62DF-4774-8741-839FC7DEC54D,0,1,,7,21,1,12,13,8,2,30.0,0,2009.0,131,359,39.056826,-76.9472675,19:42:00,Monday,2023-11-13
MCP33280026,2,-1,9,0,0,4,5,2,,A96502D7-73A0-47CA-B6CC-74787937788C,2,1,,12,11,5,12,13,16,2,35.0,0,2020.0,50,422,39.04725878,-77.05209844,18:41:00,Saturday,2023-07-08
MCP1174006H,2,-1,13,0,0,4,1,6,,1BF2A14F-AA9B-499B-B317-C65CC58C176E,0,1,,7,11,1,1,13,8,4,25.0,0,2011.0,60,445,38.97861832,-77.09010099,17:16:00,Thursday,2023-09-28
MCP2016007D,2,-1,16,0,0,4,5,6,,1DEE77E7-3387-4D3E-AAD8-7633B84100E9,0,1,,7,11,1,12,13,8,1,40.0,0,2023.0,73,138,39.07353,-77.11182833,14:24:00,Thursday,2023-11-02
MCP3228005J,2,-1,9,4,4,4,5,7,,2C85B581-9D4A-451F-A59E-51480315A68B,0,1,"RAIN, SNOW, WET",7,-1,6,9,23,19,1,50.0,0,0.0,137,428,39.05594483,-76.971559,11:30:00,Sunday,2023-12-10
MCP3377000M,2,-1,4,0,0,1,0,-1,,22C7D349-960D-4CEB-AB01-54EF4BDF17EE,0,1,,7,11,1,12,13,8,1,35.0,0,2017.0,139,396,39.0247795,-77.12506717,01:33:00,Sunday,2023-09-17
MCP3372001Y,1,3,15,0,0,4,5,6,NONE DETECTED,A10B72A3-F8F1-41D5-88AE-BCABBDB1BA5C,2,1,,5,11,2,12,13,5,2,25.0,0,2008.0,45,31,39.09196775,-77.07041842,15:06:00,Wednesday,2023-11-22
DD5638002J,1,-1,16,0,0,1,5,-1,,3D162086-1BF7-4A03-A6BD-ED8C2B370574,1,3,,7,11,1,12,13,8,4,30.0,0,2004.0,133,31,39.0815766,-77.14600493,06:45:00,Tuesday,2021-03-30
MCP2776004V,2,-1,9,0,0,4,5,-1,,59ABFDAB-F2DC-4693-A98D-18F6ED4CEA4F,2,1,,12,11,1,12,0,8,4,40.0,0,2017.0,27,402,39.14477,-77.04751,17:13:00,Tuesday,2023-10-10
MCP24560083,2,-1,16,4,4,4,1,6,,D92150C3-8AA2-4BA0-82D3-E48906F47D9A,0,1,"RAIN, SNOW, WET",7,6,1,9,13,8,4,60.0,0,2014.0,118,289,39.01560748,-77.0014727,11:00:00,Sunday,2023-12-03
MCP3039006N,2,-1,14,0,0,1,1,6,,8250113D-08A4-4425-B62A-D5300A30F48E,2,1,,7,6,5,6,13,2,2,35.0,0,2012.0,17,80,38.99787845,-77.0302395,18:26:00,Friday,2023-12-08
MCP235800C4,2,-1,16,0,0,4,1,6,,331CA4C6-103D-49A0-AC6C-F1C87FC8058D,0,1,,7,11,1,12,13,8,4,35.0,0,2023.0,79,209,39.02668,-77.14565,12:30:00,Tuesday,2023-11-28
EJ78750042,2,-1,9,0,0,4,5,-1,,821B2830-CADE-4AA5-AE5C-8AE377423CC2,2,1,,7,33,3,9,13,18,0,25.0,0,2022.0,133,430,39.14217568,-77.19345361,16:32:00,Thursday,2023-11-02
MCP3328002S,2,-1,9,0,0,4,1,0,,518EFD1E-AB86-4611-854B-E28151CD2873,2,1,,12,-1,1,12,13,20,2,25.0,0,2013.0,50,207,39.03883942,-77.0706871,15:53:00,Sunday,2023-11-05
MCP91180045,2,-1,14,0,0,0,1,6,,2B5101DC-A600-4867-9C13-FC90E40D3A7F,2,1,,12,11,1,6,0,8,4,30.0,0,2017.0,1,265,39.04722833,-77.045505,23:59:00,Wednesday,2023-09-20
MCP2639004L,1,-1,4,0,0,4,5,6,,60655348-2311-4405-BF33-82EDC2AC5C8B,2,2,,5,11,1,6,13,5,2,35.0,0,2002.0,24,387,39.0327,-77.074715,08:23:00,Tuesday,2018-10-02
EJ7898000Z,2,-1,9,0,-1,4,5,6,,0B36427D-71E3-4587-85DE-19BAE0043EFC,0,1,,7,11,5,9,13,8,1,30.0,0,1998.0,58,360,39.14830733,-77.20676254,12:18:00,Saturday,2023-09-09
MCP9419004W,2,-1,15,0,-1,4,-1,7,,B6035A9A-08B7-4A87-8368-788F812FD315,2,1,,5,11,3,7,4,18,4,0.0,0,2023.0,29,70,39.1146938,-77.1634014,12:29:00,Thursday,2023-11-02
MCP32400035,2,-1,15,4,4,1,1,7,,6E9D2633-CC0F-44A3-9072-3E27F0907D8C,2,1,"RAIN, SNOW, WET",12,-1,1,12,13,8,4,35.0,0,2017.0,131,329,39.15399367,-77.25028317,02:12:00,Sunday,2023-09-24
MCP31070026,2,-1,16,4,4,1,0,6,,AB15D109-23F3-4641-B401-07E7673498FD,2,1,"RAIN, SNOW, WET",5,21,1,10,24,5,0,25.0,0,2009.0,131,368,39.12972,-77.163875,04:30:00,Saturday,2023-09-23
MCP30580055,1,-1,9,0,0,4,1,6,,D5734BED-3BB2-4F5F-932E-24AE04B0BF80,0,1,"BACKUP DUE TO REGULAR CONGESTION, N/A",7,11,2,9,12,16,4,30.0,0,2022.0,19,133,39.11606333,-77.264295,15:55:00,Thursday,2023-12-14
MCP3059003G,1,3,7,0,-1,5,-1,7,NONE DETECTED,CAF89F08-E55B-41AF-8B60-89C6DE87F948,2,1,,12,11,6,12,24,20,4,5.0,0,2003.0,22,433,39.07891152,-77.07230682,19:00:00,Friday,2018-12-21
MCP33510017,2,-1,9,0,0,4,-1,7,,7369740E-405A-4B0E-8527-5740FC0B2DCF,2,1,,12,-1,6,6,14,20,0,30.0,0,2013.0,27,402,38.99306483,-76.99201283,13:27:00,Saturday,2023-07-29
MCP3339002V,2,-1,16,0,0,4,-1,6,,C8CF1755-DBDB-4A8C-A16E-9803DA1C6C24,2,1,,5,11,5,6,13,6,2,35.0,0,2017.0,50,162,39.090826,-77.04607767,12:31:00,Saturday,2023-10-21
MCP115100DD,1,-1,12,4,4,4,-1,6,,FC880037-72BC-4E0C-9DCD-9922E123FFCE,2,2,"RAIN, SNOW, WET",5,11,1,1,13,7,4,25.0,0,2022.0,73,10,39.17998333,-77.28457833,07:57:00,Tuesday,2023-11-21
EJ7887003K,1,-1,4,0,0,4,4,6,,46B6F115-C05A-4C57-B5B8-1E6028DCEAE4,2,2,,5,11,1,12,13,5,1,20.0,0,2020.0,14,258,39.14289232,-77.21720463,08:50:00,Thursday,2023-12-14
EJ7894003L,2,-1,16,4,4,4,1,6,,D5614A08-0D71-4F7D-A59E-00F1838AC50B,2,1,"N/A, WET",5,11,1,12,13,5,2,35.0,0,2001.0,73,360,39.1537102,-77.210665,12:40:00,Saturday,2023-10-14
DD5662000L,2,-1,12,0,0,3,2,-1,,2D90E779-F18B-40C6-8C91-D8BDC6B951A0,2,1,,12,11,2,1,13,7,0,15.0,0,2019.0,0,430,39.08764475,-77.16407405,19:55:00,Wednesday,2023-11-15
MCP3208004V,2,-1,9,0,0,1,1,-1,,F9094905-3AC0-47F7-855B-7A9ADFDF7DF7,2,1,,12,11,5,12,0,3,1,30.0,0,2017.0,79,430,38.99271747,-77.02652262,02:45:00,Monday,2023-11-06
MCP2881005T,2,-1,14,0,0,4,1,6,,B980E4C7-0765-4144-A1E4-C07FF55D603A,2,1,,7,11,1,6,13,8,1,40.0,0,2012.0,44,130,39.16925167,-77.23437667,13:08:00,Tuesday,2023-09-05
MCP2875007L,2,-1,9,0,0,4,4,7,,7A372208-36ED-4E23-AB04-2B1903DBC403,2,1,,12,-1,5,12,13,16,0,30.0,0,2022.0,45,57,39.22623,-77.06966,17:59:00,Tuesday,2023-08-22
MCP1425001H,1,-1,9,0,0,5,1,6,,13D9B631-CD92-41C8-83A7-8C99BDB6B45A,0,1,,7,11,2,9,13,16,2,30.0,0,2022.0,131,83,39.05399558,-77.16319989,17:33:00,Saturday,2023-11-11
MCP3267001T,2,-1,15,0,4,2,-1,6,,04F5B8FA-B564-404B-A7DE-7943B24953D2,2,1,,7,11,2,12,13,8,4,35.0,0,2009.0,1,403,39.11932667,-77.04613167,04:30:00,Monday,2023-07-31
MCP3256002Q,2,-1,4,0,0,4,5,6,,EB3D95BA-FD89-4D92-8E71-52C9E924000C,2,1,,5,11,1,12,13,5,2,50.0,0,2012.0,96,360,39.04668567,-76.98631133,15:00:00,Friday,2023-12-22
MCP32310010,1,-1,15,4,4,1,2,6,,7098DF50-5E3A-4FFE-9840-C078AFF194AD,1,2,"RAIN, SNOW, WET",7,11,1,12,13,8,0,30.0,0,2009.0,131,115,39.05124733,-77.13372633,22:43:00,Saturday,2023-09-23
MCP3123006F,2,-1,9,0,0,5,-1,6,,8BDFFD46-CCD1-4823-A22F-0F68037D7638,2,1,,4,6,2,12,13,8,0,25.0,0,2013.0,74,135,39.08329707,-77.13664795,17:40:00,Thursday,2023-11-02
MCP291700CC,1,-1,16,0,0,4,1,6,,120F8787-318E-4828-AA64-91C5C79E8F16,0,2,,7,11,0,12,13,8,4,35.0,0,2010.0,45,57,39.058568,-77.07095867,10:19:00,Sunday,2023-09-24
MCP3200009R,2,-1,7,0,-1,4,1,6,,34AAF4FD-C3F3-49AC-8ED5-7629037B700C,2,1,,12,-1,6,15,-1,20,3,5.0,0,0.0,137,428,39.023628,-77.1481005,10:30:00,Thursday,2023-11-02
MCP3031003M,2,-1,9,-1,0,1,5,6,,1DBE94FA-A984-4A91-A377-18F20F00C324,0,1,,7,11,5,9,13,19,1,35.0,0,2014.0,14,402,39.07547333,-77.00202833,03:45:00,Saturday,2020-06-13
MCP3350002C,2,-1,14,0,0,4,1,6,,4FE0892C-2609-48B1-B656-602D70DDBFBA,0,1,,7,11,5,6,24,0,4,30.0,0,2023.0,108,91,38.98827083,-77.07541503,15:11:00,Friday,2023-12-15
EJ7887002P,1,-1,9,0,0,4,5,6,,EC484762-DD38-4D7B-A4F3-8DDEC86E6AF0,0,1,,7,11,2,9,13,19,2,35.0,0,2018.0,131,81,39.14274823,-77.22084652,11:00:00,Saturday,2023-07-29
MCP2622003S,1,-1,16,0,0,4,1,6,,5D053D4E-4384-4733-87CC-F7C9F25AB587,0,2,,7,11,1,12,13,8,4,45.0,0,2017.0,118,197,39.1055891,-76.9105984,12:25:00,Friday,2023-09-08
EJ7781004D,2,-1,4,0,0,4,5,6,,67487E72-EE21-482B-85D7-0B70C7F1847A,0,1,,7,11,2,1,13,19,2,15.0,0,2023.0,122,225,39.1174087,-77.25083387,09:08:00,Saturday,2023-08-26
MCP9390002F,1,-1,4,4,4,1,1,-1,,6E93A1BC-DC27-4A0F-A662-3DD4F9E50027,0,3,,7,11,1,12,13,8,1,50.0,0,2004.0,6,35,39.11559667,-77.22299833,19:32:00,Tuesday,2023-09-26
MCP24370054,1,-1,4,0,0,4,5,6,,660C981A-BEA9-4A5A-AB3B-9B63759B68E9,2,2,,12,11,1,13,0,5,0,40.0,0,2008.0,79,208,39.09315483,-77.19652217,17:18:00,Thursday,2023-09-14
MCP32510015,1,-1,9,0,0,1,5,6,,3DE68C3C-F69A-4D2D-918B-3F556F42ED03,0,1,,7,11,1,9,13,19,1,40.0,0,2023.0,50,162,39.16345667,-77.28291,21:14:00,Tuesday,2023-08-08
MCP9442003F,2,-1,6,4,4,1,1,7,,7321A9A8-0A59-43A8-AE83-EF3C61A3766F,2,1,"N/A, RAIN, SNOW",12,-1,2,12,13,6,1,35.0,0,2018.0,96,62,39.15116583,-77.24627767,19:33:00,Sunday,2023-12-10
MCP32760033,2,-1,15,0,-1,1,1,7,,2C6ACC9A-9BE1-4510-8976-2F9A101AB87E,2,1,,12,-1,2,12,13,20,0,5.0,0,2015.0,96,58,38.99162048,-77.02681504,01:03:00,Saturday,2023-12-16
MCP3214002D,2,-1,7,0,-1,1,1,-1,,429640F3-7151-4E9D-ABAA-3D82090A1485,2,1,,5,-1,5,9,14,12,0,25.0,0,2007.0,12,178,39.15459049,-77.27454158,02:27:00,Thursday,2023-10-19
MCP2203007W,2,-1,9,0,0,4,4,6,,E8772460-96EC-47ED-93E5-FEF69CC61895,2,1,,7,11,5,12,10,16,1,25.0,0,2000.0,27,431,39.04306167,-77.04786167,14:05:00,Tuesday,2023-12-19
MCP2162002Y,2,-1,6,0,0,2,1,-1,,21617E0D-B2AD-4E08-8265-17F5AEF79798,2,1,,12,11,2,1,13,8,2,35.0,0,2010.0,45,163,39.16929833,-77.01727,17:33:00,Monday,2017-12-25
MCP33070026,2,-1,9,0,0,4,-1,6,,3F8797EE-8D87-425B-B104-6BE068150E9B,2,1,"N/A, VISION OBSTRUCTION (INCL. BLINDED BY SUN)",9,11,3,12,13,16,4,30.0,0,1989.0,131,390,39.0471845,-77.04995933,18:45:00,Monday,2023-09-18
MCP209400N4,1,3,7,0,0,4,4,6,NONE DETECTED,B9B8658B-4C69-40F5-9245-405CC179D834,2,1,,0,11,3,12,13,5,2,25.0,0,2017.0,50,162,39.027575,-77.077805,11:19:00,Wednesday,2023-12-20
DD56700007,2,-1,9,-1,0,4,1,6,,6310F0AD-3A70-40C9-826A-C33C5B60F21D,2,1,,12,11,1,12,13,16,4,30.0,0,2015.0,50,162,39.07707262,-77.16016872,18:26:00,Tuesday,2023-09-12
MCP21500003,1,-1,4,0,0,1,5,6,,51D52910-D413-4CBC-A70B-44DC0F7A3B19,2,1,,7,11,1,12,13,5,0,40.0,0,2006.0,131,260,39.191825,-77.27188333,18:00:00,Sunday,2019-12-15
MCP1378016N,1,-1,16,1,0,4,5,6,,4F987F8C-725D-4589-8C7C-B21C7B90CF2D,0,1,,7,11,2,12,13,0,4,35.0,0,2010.0,133,465,39.14756501,-77.23296192,11:35:00,Friday,2023-11-24
MCP23720048,1,-1,9,0,0,4,-1,6,,52DB8613-71F1-4752-BC36-12796B2E9332,2,3,,7,15,1,12,0,16,1,35.0,0,2004.0,45,122,39.01407517,-77.09913883,13:30:00,Friday,2022-04-22
MCP2970001W,1,-1,16,0,0,4,4,-1,,53DBE8A3-D796-4EDD-BB8E-58E2C5389CFB,0,3,,7,11,1,11,13,8,4,40.0,0,2006.0,143,351,39.04157333,-77.05825167,11:14:00,Saturday,2016-09-10
MCP27610050,1,-1,9,0,4,4,1,6,,71E62D27-4B43-49C4-AF15-37E61A6B7D47,2,1,"N/A, WET",5,11,1,12,13,8,2,35.0,0,2004.0,4,51,39.148978,-77.276696,07:33:00,Monday,2023-11-27
MCP2438003H,2,-1,4,0,0,4,1,6,,2A0A1FB6-5CDB-4974-9161-77861ED33A57,2,1,,5,11,2,1,13,5,4,35.0,0,2018.0,13,176,39.24085433,-77.23492917,13:57:00,Saturday,2023-08-26
MCP2930003S,2,-1,9,1,4,4,-1,6,,B79363AE-1C9E-4C3E-9BEC-3B14DC3AA917,0,1,"N/A, WET",7,11,3,9,13,16,0,35.0,0,2016.0,133,31,39.062635,-77.04151167,16:15:00,Friday,2023-10-20
MCP3367000Z,2,-1,9,0,0,4,1,-1,,D2F8BF78-BCB9-4D24-82C1-61ED9B9A62C1,0,1,,7,11,2,9,13,16,1,35.0,0,2020.0,119,402,39.01497464,-77.04235984,15:22:00,Wednesday,2023-07-26
MCP2941004Q,2,-1,7,0,-1,4,-1,6,,40978A98-1D83-408D-A395-75F40EA55F05,0,1,,7,30,5,9,13,11,-1,10.0,1,2003.0,83,27,39.1700851,-77.19439708,13:13:00,Thursday,2023-08-03
MCP33510019,1,-1,16,0,0,4,5,6,,25DC46CB-A89E-46AF-B23A-C92BFB9DCF8F,2,1,,4,11,2,6,13,8,2,35.0,0,2023.0,44,360,39.03969717,-76.99835067,14:09:00,Monday,2023-07-31
MCP3161005P,2,-1,16,0,0,4,1,6,,C8BA70A9-BA02-4849-9B1C-B12871F5B83A,2,1,,12,11,1,1,13,16,2,35.0,0,2001.0,27,278,39.037005,-77.061378,18:40:00,Tuesday,2023-08-29
DD56510040,2,-1,14,0,0,4,4,6,,952A49FC-D815-4D0F-BB63-09922281DF4B,2,1,,5,11,1,6,13,5,2,30.0,0,2021.0,66,430,39.11150869,-77.17232363,11:55:00,Thursday,2023-11-09
MCP1174006H,2,-1,13,0,0,4,1,6,,3CBA1DBF-2E05-430D-A228-AA8F7EA926D7,2,1,,7,11,5,3,13,8,4,25.0,0,2020.0,131,329,38.97861832,-77.09010099,17:16:00,Thursday,2023-09-28
MCP291400F8,2,-1,7,4,4,2,1,-1,,73AB276C-BC73-4FD7-9B81-589D797F544A,2,1,,7,11,2,12,13,5,2,35.0,0,2014.0,60,445,39.02800244,-77.00910496,17:34:00,Monday,2023-10-30
DD56700006,1,-1,16,-1,0,1,5,6,,D08FCB0A-D1EE-446A-8B88-71B326D3144C,2,1,,12,30,1,8,0,17,0,30.0,0,2023.0,131,228,39.07443097,-77.13564536,04:07:00,Saturday,2023-07-22
MCP2385002X,2,-1,4,4,4,1,5,6,,E1E18A85-8927-4705-A05B-904FEF48FEF4,0,1,"N/A, RAIN, SNOW",7,21,1,12,13,8,4,40.0,0,2015.0,4,50,39.20856333,-77.16944167,00:25:00,Sunday,2023-10-15
DM8352000M,1,-1,9,-1,0,4,-1,-1,,93202CB9-85AD-4256-9AB2-860F372EACBC,0,3,,7,11,2,9,13,8,1,25.0,0,2012.0,69,27,38.98662706,-76.98788996,13:19:00,Tuesday,2023-08-22
DM85030015,1,-1,7,0,0,1,-1,-1,,ECF1F14A-865E-41A2-BD20-A5D0BF89934B,1,2,,12,11,0,12,13,8,4,35.0,0,2018.0,96,438,38.97095167,-77.00097,17:18:00,Thursday,2023-11-30
MCP1366007K,2,-1,9,0,0,4,-1,6,,CA93CE80-2EC2-4455-ADCE-9E626FC5DDE3,0,1,,7,11,2,9,13,19,0,35.0,0,2017.0,73,31,39.0729373,-77.18176603,08:20:00,Tuesday,2018-04-10
MCP2466004J,1,-1,6,0,0,4,1,6,,279E100B-FBB1-41A9-995F-0518D94A4503,0,2,,7,11,1,6,24,8,1,40.0,0,2017.0,83,382,39.07048888,-77.26181384,19:07:00,Monday,2023-09-11
MCP2771002Z,2,-1,16,1,0,4,-1,-1,,E47D23FB-2A65-46E8-B276-C52891E60227,0,1,,7,11,1,3,13,8,1,30.0,0,2014.0,133,83,39.07932333,-77.08462,14:27:00,Sunday,2023-10-29
MCP2875007D,1,-1,4,1,0,4,5,6,,1FCEC26F-72FC-43E7-BDEF-6B29140D5B2F,0,2,,7,11,1,12,14,8,4,30.0,0,2007.0,17,369,39.28785333,-77.20202833,15:52:00,Thursday,2023-07-13
MCP3074005Z,2,-1,16,0,0,1,4,-1,,9139C376-43EC-4999-BA23-F0D98D835490,2,1,,5,11,1,4,13,0,1,25.0,0,2017.0,48,31,39.020224,-77.04639917,17:37:00,Friday,2023-11-10
MCP31910047,2,-1,9,4,4,4,1,6,,3D468728-0306-4A96-AD73-76D13CB56497,1,1,"RAIN, SNOW, WET",7,11,2,12,13,8,1,30.0,0,2018.0,96,247,39.10737113,-77.25208052,15:45:00,Friday,2023-10-20
MCP9437002G,2,-1,16,4,4,2,1,6,,7170B46A-5900-473C-9202-D68C2C930DAF,2,1,"RAIN, SNOW, WET",7,11,1,12,13,8,4,30.0,0,2014.0,27,177,39.25280067,-77.20484233,00:05:00,Monday,2023-09-25
MCP33010020,2,-1,9,0,0,1,1,7,,ECCBD612-CD74-47C5-8444-7708842A4FD7,2,1,,12,-1,1,12,13,20,2,25.0,0,2014.0,62,288,39.06215483,-76.9480055,05:15:00,Friday,2023-12-15
MCP31910045,1,3,9,0,0,4,1,6,NONE DETECTED,2AC54703-057E-442D-8D1E-B7C56668C4A3,2,1,,4,11,1,12,13,8,4,35.0,0,2015.0,44,122,39.15483883,-77.41318383,17:46:00,Tuesday,2023-09-05
MCP2329002F,2,-1,9,1,0,4,1,6,,D1456F07-281E-4E65-8B43-68D9C9D05116,0,1,,7,11,2,9,0,8,1,45.0,0,2018.0,133,430,39.15930333,-77.19839667,08:44:00,Thursday,2023-10-05
MCP3348001Y,2,-1,9,0,0,4,-1,6,,341DDD42-4CA3-4AF5-B566-93EBDCB51269,0,1,"N/A, VISION OBSTRUCTION (INCL. BLINDED BY SUN)",7,11,2,9,13,16,0,35.0,0,2017.0,133,360,39.05968333,-77.08885667,08:02:00,Thursday,2023-12-21
MCP3267001V,2,-1,15,0,0,1,5,6,,694799BE-ABF0-4258-84E4-8ED14ED95B77,2,1,,7,11,1,12,13,8,1,35.0,0,2010.0,60,445,39.05804833,-77.04835667,04:30:00,Sunday,2023-08-13
