Report Number,ACRS Report Type,Related Non-Motorist,Collision Type,Weather,Surface Condition,Light,Traffic Control,Driver Substance Abuse,Driver At Fault,Injury Severity,Circumstance,Driver Distracted By,Drivers License State,Vehicle Damage Extent,Vehicle First Impact Location,Vehicle Body Type,Vehicle Movement,Vehicle Going Dir,Speed Limit,Parked Vehicle,Vehicle Year,Vehicle Make,Vehicle Model,Latitude,Longitude,time,day of the week,date
MCP04870006,2,-1,9,0,0,4,1,6,0,1,"N/A, VISION OBSTRUCTION (INCL. BLINDED BY SUN)",7,12,3,9,12,17,0,40.0,0,2010.0,28,193,39.12886,-77.11745167,08:30:00,Wednesday,2015-02-11
MCP9412000M,1,-1,9,0,0,4,5,6,0,1,,7,12,1,9,11,18,1,35.0,0,2002.0,141,37,39.04889,-77.11379,12:46:00,Friday,2018-11-02
MCP1477000G,2,-1,9,0,0,3,5,6,0,1,,7,12,2,9,11,17,2,50.0,0,2015.0,125,135,39.07335682,-76.95540285,05:40:00,Friday,2019-05-17
MCP30590035,2,-1,4,0,0,4,4,6,0,1,,7,12,1,6,21,9,1,35.0,0,2013.0,24,232,39.07613333,-77.084505,15:29:00,Saturday,2018-11-03
EJ7781002N,2,-1,9,1,0,4,-1,-1,2,1,,4,12,5,12,11,0,2,40.0,0,1999.0,46,141,39.15929667,-77.21958,09:40:00,Wednesday,2020-02-12
MCP3268001Y,1,-1,16,0,0,4,4,-1,0,1,,7,12,2,12,0,9,2,35.0,0,2022.0,154,474,39.06581,-77.00052583,10:48:00,Sunday,2022-05-29
MCP219800C2,2,-1,9,1,7,4,1,-1,0,1,"N/A, WET",7,12,0,12,11,9,2,35.0,0,2009.0,140,128,39.294505,-77.26158,15:20:00,Sunday,2022-08-21
MCP93010027,1,-1,3,0,0,4,-1,-1,2,1,,7,12,1,12,11,9,0,30.0,0,2007.0,141,37,39.17689833,-77.19529667,13:15:00,Saturday,2018-04-21
MCP1519003G,2,-1,9,0,0,4,1,6,2,1,,7,12,1,12,11,9,0,35.0,0,2010.0,141,37,39.181615,-77.30572167,11:27:00,Wednesday,2021-06-16
MCP15650020,1,-1,4,4,7,4,1,6,2,1,"N/A, WET",12,12,2,12,11,6,4,30.0,0,2014.0,155,252,39.15373667,-77.06844167,07:36:00,Tuesday,2016-03-15
MCP137800LM,2,-1,4,1,0,4,1,6,2,1,,7,12,3,1,6,6,1,25.0,0,2016.0,70,158,39.13405999,-77.17588663,16:29:00,Wednesday,2018-06-13
MCP2726002M,1,-1,9,0,0,4,5,-1,0,1,,7,12,5,9,11,20,0,50.0,0,2007.0,140,338,39.09500167,-77.113235,08:50:00,Tuesday,2018-03-27
MCP29950014,2,-1,9,1,0,4,1,6,2,1,,4,12,1,12,11,9,2,30.0,0,2011.0,100,26,39.05823,-77.04838667,15:31:00,Saturday,2016-11-26
DD5621000X,1,-1,9,0,0,4,5,6,0,3,,7,26,5,9,0,18,0,40.0,0,2016.0,100,37,39.07384817,-77.11288017,09:34:00,Tuesday,2017-05-09
MCP3174002B,2,-1,9,4,7,4,4,8,2,1,,12,-1,5,9,20,19,1,35.0,0,0.0,146,452,39.15311667,-77.15573667,17:51:00,Thursday,2020-08-13
MCP2212002L,1,-1,4,0,-1,3,5,6,0,2,,7,12,2,1,11,20,2,30.0,0,2007.0,140,96,39.07735064,-76.94239497,06:08:00,Thursday,2017-11-09
MCP28660059,1,-1,9,0,0,4,1,6,0,1,"N/A, RUTS, HOLES, BUMPS",7,12,2,9,11,20,1,30.0,0,2017.0,125,405,38.97674333,-77.07718,15:40:00,Wednesday,2019-02-13
MCP3249003V,1,-1,9,0,0,1,5,6,0,1,,7,26,1,9,11,20,2,50.0,0,2012.0,140,320,39.07382,-76.955645,21:36:00,Thursday,2022-06-23
MCP3254003F,1,0,13,0,0,4,6,8,2,1,,12,-1,6,3,-1,2,2,30.0,0,0.0,146,452,39.14253641,-77.22448063,07:26:00,Thursday,2023-09-28
MCP2952004Z,2,-1,14,0,0,4,2,6,0,1,,7,12,2,11,0,7,2,35.0,0,2013.0,154,475,39.00718667,-77.039815,10:52:00,Monday,2017-11-13
MCP3064004D,2,-1,14,0,0,5,-1,0,2,1,,12,12,2,6,11,21,4,25.0,0,2010.0,28,136,39.05816344,-77.06639451,03:00:00,Sunday,2022-03-20
MCP28290026,2,-1,7,1,-1,1,1,1,2,1,,7,31,2,12,11,13,2,15.0,0,2001.0,94,166,39.00233,-76.98507667,23:49:00,Friday,2016-07-15
DD5594001G,1,-1,9,0,0,4,1,6,2,1,,7,12,5,12,11,9,0,50.0,0,2006.0,141,37,39.09283208,-77.12271452,17:03:00,Tuesday,2016-01-19
DD5574000M,2,-1,9,0,0,4,-1,6,0,1,,7,12,2,9,11,20,0,50.0,0,2005.0,124,405,39.09048802,-77.1280615,17:16:00,Wednesday,2016-10-05
MCP2274000T,2,-1,4,0,0,4,5,6,2,1,,12,12,2,6,11,9,1,40.0,0,2015.0,15,189,39.11486167,-77.18603167,06:52:00,Monday,2016-07-18
MCP9322000L,2,-1,9,-1,0,1,1,1,2,1,,7,12,2,12,11,9,4,30.0,0,2002.0,86,357,39.15058667,-77.08497667,02:18:00,Thursday,2016-12-29
DD5615001L,1,-1,16,0,0,4,1,6,2,2,,7,12,1,3,11,9,0,40.0,0,2005.0,46,114,39.073975,-77.134735,16:21:00,Tuesday,2016-03-01
MCP1512003X,2,-1,14,0,0,1,1,6,2,1,,5,12,5,1,11,9,2,55.0,0,2017.0,28,37,39.144653,-77.2146065,18:25:00,Friday,2022-12-02
MCP2754000B,2,-1,9,0,0,1,5,8,2,1,,12,12,6,12,11,17,0,40.0,0,2015.0,100,445,39.01251,-77.00294833,23:20:00,Sunday,2015-09-06
MCP1550002L,1,-1,9,0,0,4,1,6,0,2,,7,12,2,9,0,17,0,25.0,0,2016.0,46,314,38.98709667,-77.10923,09:44:00,Thursday,2017-06-22
MCP3320000W,2,-1,16,1,-1,4,1,8,2,1,,12,-1,6,8,20,1,4,10.0,0,0.0,146,452,38.99342667,-77.02593333,15:39:00,Tuesday,2022-05-24
MCP9113006M,1,-1,14,1,0,4,1,6,2,1,,7,12,5,1,2,19,1,25.0,0,2019.0,28,439,39.05982333,-77.05158833,11:26:00,Sunday,2020-10-11
MCP27120013,2,-1,9,1,0,4,5,6,0,1,,7,31,1,9,11,20,1,50.0,0,2016.0,100,463,39.07186333,-76.95638,10:21:00,Wednesday,2016-07-13
DD5648001K,2,-1,17,4,-1,4,-1,6,2,1,,4,12,2,6,11,13,3,5.0,0,2019.0,140,241,39.0976291,-77.19131159,11:30:00,Tuesday,2022-12-06
DD5583000D,1,-1,16,0,0,4,4,6,0,3,,7,12,1,12,12,9,1,25.0,0,2009.0,28,193,39.087315,-77.14334667,12:07:00,Saturday,2015-05-16
MCP91060026,2,-1,9,2,7,3,-1,6,0,1,,7,12,1,12,12,20,0,30.0,0,2011.0,28,335,39.19573,-77.32706667,08:39:00,Tuesday,2019-11-19
MCP2853009G,1,-1,16,0,0,1,5,-1,2,1,,12,12,0,12,11,9,4,35.0,0,2013.0,6,479,39.01569666,-77.00523551,18:05:00,Friday,2023-12-08
MCP3246000C,2,-1,15,0,-1,1,-1,6,2,1,,12,12,1,1,11,9,0,40.0,0,2006.0,2,37,39.066522,-77.029911,03:38:00,Saturday,2020-10-10
MCP3004003Y,1,-1,4,0,0,4,1,6,0,2,,7,12,1,12,11,9,1,35.0,0,2019.0,55,381,38.989045,-77.07673,16:21:00,Wednesday,2021-05-26
MCP1366004G,2,-1,7,0,0,4,5,6,0,1,,7,12,1,1,11,20,4,30.0,0,2012.0,55,381,39.10885,-77.18164167,13:10:00,Monday,2016-04-04
MCP3341001B,1,-1,1,0,0,4,4,-1,0,3,,7,12,1,12,11,9,2,35.0,0,2001.0,85,368,39.0707465,-77.06300683,09:10:00,Tuesday,2023-03-14
MCP30910024,2,-1,3,0,0,4,5,-1,2,1,,12,0,1,12,11,0,4,30.0,0,2015.0,2,276,39.05327683,-77.111142,12:26:00,Sunday,2020-02-02
MCP2512002J,1,-1,9,0,7,1,5,6,0,2,,7,12,2,9,11,20,2,50.0,0,2016.0,86,88,39.12351667,-77.23185667,20:45:00,Sunday,2017-02-12
MCP2588002V,2,-1,7,0,-1,4,4,6,2,1,,12,12,2,1,11,9,2,15.0,0,2005.0,140,128,39.06119333,-77.071745,10:55:00,Saturday,2017-07-15
MCP24560010,1,-1,9,0,0,4,1,6,0,1,,7,12,5,9,11,20,2,45.0,0,2012.0,6,18,39.02047667,-76.97974333,09:06:00,Wednesday,2016-06-08
MCP2976000F,2,-1,7,0,7,1,1,6,0,1,"RAIN, SNOW, WET",7,12,1,12,11,9,2,40.0,0,2007.0,68,35,39.03818633,-76.98984861,21:18:00,Monday,2015-05-18
MCP30910024,2,-1,3,0,0,4,5,-1,0,1,,7,26,1,12,11,0,2,30.0,0,2016.0,100,463,39.05327683,-77.111142,12:26:00,Sunday,2020-02-02
EJ78980026,2,-1,9,1,0,4,5,8,2,1,,12,-1,6,12,11,2,2,30.0,0,2005.0,140,458,39.14877518,-77.20751163,14:25:00,Thursday,2023-12-28
MCP23020009,2,-1,7,0,-1,4,-1,6,2,1,,2,12,2,4,11,1,4,0.0,0,2020.0,100,253,39.15760033,-77.20109533,09:15:00,Sunday,2023-08-27
EJ7844001F,1,-1,9,0,0,4,-1,6,2,1,,7,12,6,12,11,9,2,35.0,0,2011.0,141,374,39.13646141,-77.19280155,15:15:00,Tuesday,2022-11-08
MCP2314000Y,1,-1,9,-1,5,4,5,8,2,1,,12,12,5,12,0,17,4,30.0,0,2002.0,6,422,39.017175,-77.20748167,12:45:00,Thursday,2017-10-19
DM8388003G,2,-1,6,-1,0,4,1,6,0,1,,7,12,5,6,11,9,1,30.0,0,2006.0,140,128,38.98175967,-77.01589533,16:50:00,Tuesday,2020-09-29
MCP22980066,2,-1,9,0,0,4,2,6,0,1,,7,12,5,9,16,17,4,25.0,0,2015.0,133,81,39.160015,-77.29852167,16:30:00,Thursday,2015-09-17
EJ7839000K,2,-1,7,0,-1,4,-1,6,0,1,,7,12,5,9,11,12,-1,10.0,1,2005.0,86,162,39.11697833,-77.25250333,15:30:00,Thursday,2015-05-28
MCP2974004N,1,-1,9,0,0,4,1,6,2,3,"ANIMAL, BACKUP DUE TO NON-RECURRING INCIDENT",9,12,1,12,11,9,4,35.0,0,2014.0,100,311,39.1117355,-76.92951733,09:25:00,Thursday,2023-07-20
MCP3341002T,2,-1,9,0,0,4,1,-1,2,1,,4,12,5,6,11,9,4,35.0,0,2005.0,140,241,39.05935617,-77.058608,08:15:00,Tuesday,2023-11-28
MCP1550003S,2,-1,9,0,0,4,1,6,2,1,,7,31,1,6,11,2,1,35.0,0,2006.0,88,357,39.0033231,-77.07731671,14:33:00,Tuesday,2022-10-11
DD56310033,2,-1,16,0,0,4,5,-1,0,1,,7,21,1,12,11,6,2,40.0,0,2018.0,16,421,39.1175,-77.168775,15:10:00,Friday,2019-10-18
MCP3170003L,2,-1,9,0,0,1,5,6,0,1,,7,12,2,9,11,20,1,35.0,0,2024.0,16,32,39.17389983,-77.2614475,20:05:00,Tuesday,2023-10-24
MCP3267001N,2,-1,13,0,0,1,5,6,2,1,,7,12,2,3,2,7,2,35.0,0,2017.0,28,196,39.08025047,-77.08033046,23:10:00,Friday,2023-04-14
MCP9438000W,2,-1,9,0,0,4,1,6,0,1,,7,12,1,9,0,17,2,45.0,0,2010.0,28,421,39.187915,-77.25202167,14:53:00,Saturday,2016-02-06
MCP30890019,2,-1,9,-1,-1,4,5,-1,0,1,,7,12,2,9,11,20,2,0.0,0,2003.0,140,96,39.00373333,-77.00588833,09:53:00,Wednesday,2018-05-09
MCP133400BD,2,-1,13,1,0,4,1,6,0,1,,7,12,2,12,18,9,2,40.0,0,2017.0,37,82,39.12470503,-77.18106252,09:31:00,Tuesday,2020-12-22
MCP3220004F,1,-1,9,4,7,1,5,6,0,1,"N/A, WET",7,12,5,9,11,0,4,25.0,0,2013.0,28,185,39.0985315,-77.2046635,17:50:00,Tuesday,2023-11-21
MCP27180012,2,-1,7,0,-1,1,-1,-1,0,1,,7,12,5,2,11,12,-1,5.0,1,2014.0,141,37,39.10343333,-77.13040667,21:11:00,Monday,2015-03-16
MCP1575007J,2,-1,15,1,-1,4,1,6,2,1,"N/A, WET",7,12,1,12,11,16,2,0.0,0,2003.0,95,168,39.12193329,-77.16559289,09:40:00,Monday,2018-10-15
MCP2588007V,2,-1,14,0,0,4,1,6,0,1,,7,12,5,8,0,9,2,45.0,0,2015.0,39,421,39.06892857,-77.07541384,12:34:00,Monday,2020-08-24
DM84230012,1,-1,15,0,0,1,1,-1,2,4,,7,12,0,12,11,9,1,25.0,0,2015.0,16,270,38.98545833,-76.99686833,03:55:00,Sunday,2016-10-16
MCP31920045,1,-1,9,0,0,4,1,8,0,1,,12,12,6,15,11,9,0,35.0,0,2019.0,46,53,39.04712769,-77.0671052,16:32:00,Wednesday,2023-08-30
MCP2952002C,2,-1,14,0,0,4,5,6,0,1,,7,12,4,9,11,20,2,30.0,0,2006.0,11,421,38.99752446,-77.02989399,13:05:00,Thursday,2016-07-07
MCP2717005H,2,-1,7,0,0,4,1,6,2,1,,5,12,2,11,18,7,0,25.0,0,2008.0,37,436,39.03064667,-77.10357833,12:50:00,Wednesday,2016-04-20
MCP20310017,2,-1,9,0,0,4,1,6,0,1,,7,12,5,9,12,6,1,30.0,0,2002.0,28,445,39.25046517,-77.19462017,10:42:00,Monday,2018-03-26
MCP2102001V,2,-1,16,0,0,4,4,6,2,1,,5,12,2,13,11,9,1,25.0,0,2007.0,46,55,39.04440333,-77.06327,14:51:00,Wednesday,2019-12-18
MCP2191001X,2,-1,9,0,0,4,1,6,2,1,,5,12,2,12,8,18,1,35.0,0,2003.0,24,101,39.04742,-77.11155333,14:21:00,Thursday,2017-10-19
MCP2594002F,1,-1,9,4,7,4,5,6,0,1,"RAIN, SNOW, WET",7,12,1,9,11,20,4,30.0,0,2014.0,140,374,39.1510365,-77.06226717,07:58:00,Tuesday,2017-04-25
MCP31140034,2,-1,6,-1,0,1,1,1,2,1,,5,12,5,10,11,9,0,25.0,0,2012.0,140,338,38.99905651,-76.99096382,00:14:00,Saturday,2023-11-11
MCP2898003K,2,-1,16,4,7,1,5,-1,0,1,"RAIN, SNOW, WET",7,12,1,2,0,6,4,40.0,0,2013.0,71,453,39.18110167,-77.26229333,20:08:00,Monday,2022-09-12
MCP2077004X,2,-1,15,4,7,5,1,6,2,1,"RAIN, SNOW, WET",7,12,1,12,0,7,1,35.0,0,2015.0,77,143,39.20158,-77.13599,14:30:00,Friday,2023-03-24
MCP24980011,2,-1,7,0,0,1,1,1,2,1,,7,12,1,1,11,0,2,40.0,0,1999.0,4,30,39.19282,-77.23991333,00:17:00,Saturday,2017-06-24
MCP24560039,2,-1,16,0,0,4,1,6,0,1,,7,12,2,12,11,9,0,40.0,0,2014.0,124,421,38.97262692,-77.022003,10:20:00,Saturday,2018-10-06
DD5631002Z,2,-1,9,-1,0,4,5,-1,0,1,,7,12,5,9,11,17,2,40.0,0,2007.0,16,421,39.09418833,-77.153325,14:20:00,Thursday,2019-10-10
MCP30950044,2,-1,16,4,7,4,4,-1,0,1,"RAIN, SNOW, WET",7,12,2,12,11,9,4,30.0,0,2017.0,140,96,39.03893825,-76.99212991,15:57:00,Friday,2023-03-24
MCP2916001Z,2,-1,7,7,-1,7,1,-1,2,1,,7,-1,5,9,12,1,3,15.0,0,2001.0,11,377,39.069065,-76.95562,19:30:00,Monday,2018-02-19
MCP25520013,1,-1,9,0,0,4,1,6,2,1,,12,12,1,12,11,17,4,40.0,0,2012.0,15,270,39.07218142,-77.10966021,16:57:00,Wednesday,2016-09-14
MCP2422001W,2,-1,14,0,-1,1,1,1,2,1,,7,12,5,13,11,6,2,25.0,0,2015.0,2,421,39.162656,-77.182897,20:14:00,Friday,2017-02-17
MCP2088000Y,2,-1,9,-1,0,4,1,6,0,1,,7,12,2,9,11,20,0,30.0,0,2009.0,99,61,39.27765868,-77.30673122,13:48:00,Saturday,2019-02-02
MCP2651003S,1,-1,9,0,0,4,5,-1,2,1,,7,12,5,12,11,0,4,35.0,0,2004.0,16,458,39.01533947,-76.97758707,14:45:00,Friday,2020-02-21
MCP0685003X,1,-1,16,0,0,4,5,6,0,2,"N/A, VISION OBSTRUCTION (INCL. BLINDED BY SUN)",7,12,1,1,11,18,0,35.0,0,2007.0,155,34,39.115745,-77.16651833,08:00:00,Friday,2018-02-02
MCP2757001B,1,-1,9,0,-1,1,5,6,0,4,,7,12,1,9,11,20,2,30.0,0,2013.0,140,96,39.06019862,-77.05120012,21:41:00,Friday,2016-09-16
MCP229800V3,2,-1,14,0,0,4,1,6,0,1,,7,12,1,6,11,9,2,45.0,0,2014.0,28,86,39.18389667,-77.25568167,15:23:00,Thursday,2021-01-14
MCP2372005H,2,-1,12,0,0,4,5,8,2,1,,12,-1,6,1,18,2,2,30.0,0,2019.0,37,82,38.9846615,-77.09618967,16:13:00,Friday,2023-01-13
MCP2314000F,1,-1,9,1,7,1,5,-1,0,3,,7,12,2,9,11,20,1,25.0,0,2011.0,100,61,39.05239833,-77.11546,19:10:00,Thursday,2015-12-24
MCP24380005,1,-1,16,0,0,1,5,6,0,3,,7,12,0,6,11,0,0,30.0,0,2006.0,140,241,39.07278667,-76.955695,21:28:00,Wednesday,2015-01-07
MCP242500DY,2,-1,14,-1,0,4,1,6,2,1,,7,12,2,12,11,7,4,30.0,0,2015.0,100,61,38.99504833,-77.02983,08:31:00,Friday,2019-05-31
MCP31230009,2,-1,15,0,7,2,1,6,2,1,,12,12,5,12,14,6,2,25.0,0,2013.0,28,246,39.11648906,-77.16016084,18:40:00,Friday,2018-02-23
MCP24450018,2,-1,14,0,0,4,1,6,2,1,,11,12,5,10,11,9,0,40.0,0,2016.0,45,37,39.17798467,-77.24260567,10:52:00,Tuesday,2019-11-19
MCP91300094,2,-1,16,0,0,3,1,6,0,1,,7,12,1,11,11,9,1,30.0,0,2008.0,140,69,38.99964167,-76.99058167,07:04:00,Wednesday,2020-01-22
MCP3086008W,2,-1,16,1,-1,4,-1,6,2,1,,7,12,5,4,0,19,0,15.0,0,2014.0,1,421,39.18324167,-77.21562,14:20:00,Tuesday,2023-05-16
EJ7837003S,1,-1,12,0,0,4,5,-1,0,3,,7,12,1,6,11,9,2,40.0,0,1988.0,68,112,39.13423333,-77.22373667,17:15:00,Sunday,2019-06-30
MCP30950014,2,-1,9,0,0,4,-1,-1,0,1,,7,12,2,9,11,9,2,45.0,0,2013.0,23,8,39.04961097,-76.98229216,16:46:00,Friday,2018-07-13
MCP2509000W,1,-1,9,0,0,4,1,6,0,4,,7,12,2,9,11,20,4,40.0,0,2006.0,140,320,39.0142014,-77.0041493,08:03:00,Wednesday,2015-10-14
MCP2556000T,1,-1,16,0,0,4,5,6,2,1,,5,12,1,13,11,9,2,45.0,0,2003.0,28,185,39.12616333,-77.18288833,17:53:00,Thursday,2016-08-11
MCP1350000V,1,-1,16,0,0,4,1,6,0,3,,7,12,2,4,11,6,2,25.0,0,1997.0,46,114,39.13743833,-77.19895,09:48:00,Saturday,2016-05-14
DD56470020,1,-1,9,0,0,1,-1,-1,0,3,,7,26,1,9,0,9,2,55.0,0,2017.0,85,228,39.059358,-77.15534817,22:40:00,Saturday,2022-07-23
MCP2867002V,2,-1,9,0,0,4,-1,6,2,1,,12,12,1,12,11,17,2,40.0,0,2004.0,2,448,39.01443223,-76.97824001,07:25:00,Wednesday,2016-10-05
MCP2160001V,1,-1,4,0,0,4,5,6,0,3,,7,12,1,12,7,9,2,45.0,0,2015.0,42,275,39.16436167,-77.15736667,15:25:00,Sunday,2020-01-12
MCP0036007C,1,-1,16,0,0,2,4,6,0,3,,7,12,1,12,12,9,0,40.0,0,2005.0,16,421,39.23047283,-77.41480283,06:19:00,Wednesday,2017-12-20
MCP1438003T,2,-1,14,1,0,4,1,6,0,1,,7,12,5,8,16,20,0,25.0,0,2011.0,133,81,39.175705,-77.21030833,09:45:00,Thursday,2016-12-08
DD5653001P,2,-1,15,4,-1,2,1,8,2,1,,12,12,1,12,0,21,4,25.0,0,2021.0,68,472,39.08233935,-77.19805506,22:55:00,Saturday,2022-05-07
MCP2637000W,2,-1,15,1,0,4,-1,6,2,1,,7,12,1,12,8,9,4,30.0,0,2006.0,11,23,39.07100667,-77.21802167,12:33:00,Wednesday,2015-11-18
MCP16190010,2,-1,7,0,0,4,1,6,2,1,,7,12,5,13,0,9,4,25.0,0,2013.0,140,241,38.97720833,-77.08453167,12:43:00,Friday,2015-06-05
MCP2992001M,2,-1,16,0,0,4,1,6,2,1,,5,12,1,12,11,6,4,45.0,0,2017.0,71,208,39.11184,-77.075995,16:50:00,Thursday,2018-03-15
MCP2680002S,1,-1,14,0,0,4,1,6,2,1,,7,12,2,6,11,2,2,35.0,0,2014.0,77,34,38.99774115,-77.03009618,15:48:00,Saturday,2018-09-29
MCP28670015,2,-1,14,0,0,5,-1,6,0,1,,7,12,5,4,11,9,2,40.0,0,2005.0,140,373,39.01892167,-76.9766,06:15:00,Friday,2015-04-24
MCP2466003D,2,-1,12,4,7,1,1,6,0,1,"RAIN, SNOW, WET",7,12,5,6,11,9,1,45.0,0,2015.0,68,233,39.08046833,-77.00091167,18:00:00,Monday,2020-02-10
MCP2358004B,2,-1,15,3,1,0,1,8,2,1,"ICY OR SNOW-COVERED, V WIPERS|W OTHER ENVIRONMENTAL",12,12,6,12,12,9,2,25.0,0,2014.0,24,333,39.015838,-77.1891,22:16:00,Monday,2018-01-08
MCP2556003T,2,-1,7,0,-1,4,1,6,2,1,,9,12,1,12,11,9,4,25.0,0,2009.0,4,37,39.11842172,-77.19371914,16:20:00,Monday,2020-07-06
MCP3129003G,2,-1,16,0,0,4,5,6,2,1,,5,12,2,11,21,6,0,45.0,0,2013.0,11,421,39.12052167,-77.033735,15:36:00,Wednesday,2021-11-03
MCP2313000V,2,-1,0,0,0,4,4,6,0,1,,7,12,5,12,11,9,4,35.0,0,2011.0,9,37,39.03695,-77.137575,18:06:00,Wednesday,2018-05-09
MCP2339005R,2,-1,8,0,0,4,5,6,0,1,,7,12,2,13,11,6,2,35.0,0,2015.0,84,149,39.12103888,-77.15851813,18:03:00,Friday,2020-08-14
MCP23510038,2,-1,16,1,7,4,5,6,1,1,"N/A, WET",7,12,1,10,11,7,0,45.0,0,2009.0,28,295,39.08034124,-77.14403152,14:13:00,Friday,2019-08-23
MCP3251000J,1,-1,4,0,0,4,5,6,2,3,,7,12,1,6,11,6,2,40.0,0,2002.0,46,114,39.23272026,-77.283858,17:29:00,Friday,2020-09-25
MCP2861001N,1,-1,4,4,7,1,5,6,2,2,"RAIN, SNOW, WET",5,12,1,12,11,6,4,35.0,0,2009.0,49,52,39.02307167,-77.16224167,21:41:00,Friday,2016-01-15
DM8456001W,2,-1,16,0,-1,4,1,1,2,1,,9,3,2,12,11,9,1,15.0,0,2001.0,55,453,39.00081333,-76.99608,19:00:00,Wednesday,2018-05-02
MCP0973000N,2,-1,6,0,0,4,5,6,0,1,,7,12,3,10,2,20,2,30.0,0,2016.0,11,79,38.98805792,-77.07713306,13:46:00,Friday,2017-07-07
MCP31810018,2,-1,9,4,7,4,1,-1,0,1,"N/A, WET",7,12,5,9,11,-1,0,35.0,0,2014.0,140,450,39.0575,-77.07847833,13:15:00,Thursday,2019-10-31
MCP2656006S,2,-1,16,0,0,-1,5,-1,0,1,,7,12,1,12,0,9,2,50.0,0,2015.0,125,307,39.16674767,-77.2707445,20:30:00,Monday,2023-05-08
MCP229800BG,2,-1,15,4,7,4,1,6,2,1,"RAIN, SNOW, WET",5,12,1,12,0,9,2,30.0,0,2004.0,28,182,39.19514333,-77.25989667,12:00:00,Tuesday,2016-11-29
MCP3280003N,2,-1,7,0,-1,-1,1,6,2,1,,7,12,5,9,21,1,4,15.0,0,2018.0,28,434,39.04331667,-76.985495,11:05:00,Saturday,2023-07-15
EJ7829003T,2,-1,4,0,0,2,1,6,0,1,,7,12,5,1,11,7,1,30.0,0,2016.0,123,403,39.150745,-77.24465,19:01:00,Monday,2017-12-11
MCP94280031,1,-1,9,0,0,4,4,6,2,1,"N/A, ROAD UNDER CONSTRUCTION/MAINTENANCE",5,12,2,6,12,17,0,40.0,0,2003.0,28,193,39.208755,-77.23126333,08:20:00,Tuesday,2021-01-12
MCP1235001L,1,-1,13,4,7,4,1,6,0,1,"SLEET, HAIL, FREEZ. RAIN, WET",7,12,5,8,16,9,0,40.0,0,2013.0,28,397,39.01924833,-77.00814667,15:24:00,Monday,2018-10-15
MCP33300014,2,-1,7,1,0,4,5,6,2,1,,12,12,2,3,18,2,2,40.0,0,2017.0,37,82,39.103074,-77.155787,16:57:00,Tuesday,2023-05-16
MCP26640041,2,-1,14,4,7,4,5,6,2,1,,12,12,5,3,18,9,2,35.0,0,2017.0,34,82,39.06036,-77.05136333,09:00:00,Friday,2018-01-12
MCP2564000K,1,-1,9,4,7,4,1,6,2,1,,7,12,2,12,11,9,1,35.0,0,2002.0,45,53,39.16811167,-77.21041,15:46:00,Friday,2015-10-02
MCP33410026,2,-1,14,0,0,4,5,-1,1,1,,12,0,5,6,11,18,1,35.0,0,2015.0,46,114,38.99212898,-77.03613705,17:45:00,Friday,2023-08-11
MCP31390022,2,-1,15,0,0,4,1,-1,0,1,,5,12,1,1,11,7,1,40.0,0,2006.0,141,421,39.02298494,-76.97795734,19:15:00,Saturday,2020-06-13
MCP15220019,1,-1,15,0,0,4,1,-1,2,3,,0,12,1,12,11,9,2,40.0,0,2016.0,140,320,39.30759833,-77.19792167,08:28:00,Thursday,2017-01-19
MCP3211000R,2,-1,16,0,0,4,4,6,2,1,,5,26,2,12,11,0,0,25.0,0,2013.0,100,61,38.96266757,-77.12131667,08:54:00,Tuesday,2019-12-31
MCP28180015,1,-1,12,4,7,5,5,6,2,1,"RAIN, SNOW, WET",5,12,2,10,11,4,1,45.0,0,2007.0,140,96,39.00835667,-77.01901,19:21:00,Monday,2015-06-01
MCP3223001J,2,-1,15,4,7,1,5,6,2,1,"RAIN, SNOW, WET",12,12,1,12,11,9,0,35.0,0,2015.0,28,204,39.0259275,-77.0204855,02:54:00,Monday,2022-10-03
MCP21210015,2,1,7,0,-1,4,-1,6,2,1,,7,12,3,9,12,1,1,0.0,0,2003.0,39,6,39.16642236,-77.38878429,13:55:00,Thursday,2017-10-19
MCP2750001N,1,-1,4,-1,0,4,1,6,2,3,,7,12,1,12,11,6,0,25.0,0,1995.0,6,42,39.0520017,-77.07118392,15:30:00,Tuesday,2015-08-11
MCP27460013,1,-1,4,4,7,1,5,6,2,1,"N/A, WET",5,12,5,12,11,6,2,45.0,0,2003.0,140,271,39.06845833,-77.06117,18:19:00,Monday,2015-11-09
MCP3058004H,2,-1,16,1,0,1,5,6,2,1,,10,12,1,12,11,9,1,35.0,0,2015.0,46,114,39.07480833,-77.13584167,23:41:00,Saturday,2022-03-26
MCP3034003M,1,0,16,0,0,4,1,6,0,1,,7,4,5,10,11,7,1,35.0,0,2015.0,52,52,38.99624167,-77.23095833,14:10:00,Saturday,2019-07-27
MCP28970024,2,-1,9,0,0,4,5,6,0,1,,7,12,2,9,12,17,4,40.0,0,2013.0,28,5,39.17121762,-77.26284987,15:17:00,Sunday,2021-04-11
MCP0036006Y,1,-1,9,0,0,4,5,6,0,2,,7,12,3,9,11,17,1,40.0,0,2014.0,27,9,39.170747,-77.26289317,09:39:00,Wednesday,2017-10-04
MCP2966000R,2,-1,9,0,0,4,1,6,0,1,,7,12,2,9,12,17,0,40.0,0,2012.0,90,421,39.09547,-76.95022833,09:19:00,Thursday,2015-07-16
